Date Stamped,Registrant Name,Registration Number,Document Type,Short Form Name,Foreign Principal Name,Foreign Principal Country,URL
9/25/2024,"Sonoran Policy Group, LLC D/B/A Stryk Global Diplomacy

",6399,Short-Form,"Curry, Timothy",,,https://efile.fara.gov/docs/6399-Short-Form-20240925-234.pdf
9/24/2024,Terakeet LLC,6806,Short-Form,"Fausone, Christina M.",,,https://efile.fara.gov/docs/6806-Short-Form-20240924-92.pdf
9/24/2024,Terakeet LLC,6806,Short-Form,"Condon, Amanda",,,https://efile.fara.gov/docs/6806-Short-Form-20240924-94.pdf
9/23/2024,"Hill and Knowlton Strategies, LLC",3301,Short-Form,"Slevison, Alice Mary Anne",,,https://efile.fara.gov/docs/3301-Short-Form-20240923-1066.pdf
9/23/2024,"Hill and Knowlton Strategies, LLC",3301,Short-Form,"Clifford, Catherine Ellen",,,https://efile.fara.gov/docs/3301-Short-Form-20240923-1068.pdf
9/20/2024,"JETRO, Chicago",1850,Short-Form,"Inoue, Genta",,,https://efile.fara.gov/docs/1850-Short-Form-20240920-92.pdf
9/20/2024,Singapore Economic Development Board,2003,Short-Form,"Sng, Weitheng",,,https://efile.fara.gov/docs/2003-Short-Form-20240920-224.pdf
9/20/2024,Singapore Economic Development Board,2003,Short-Form,"Yu Ze Ta, Matthew",,,https://efile.fara.gov/docs/2003-Short-Form-20240920-222.pdf
9/20/2024,Singapore Economic Development Board,2003,Short-Form,"Chong, Chloe Jia Yi",,,https://efile.fara.gov/docs/2003-Short-Form-20240920-220.pdf
9/20/2024,"Hill and Knowlton Strategies, LLC",3301,Short-Form,"Silvestri, Scott",,,https://efile.fara.gov/docs/3301-Short-Form-20240920-1064.pdf
9/20/2024,"Hill and Knowlton Strategies, LLC",3301,Short-Form,"Smith, Shari",,,https://efile.fara.gov/docs/3301-Short-Form-20240920-1062.pdf
9/20/2024,"PLUS Communications, LLC",7107,Short-Form,"Sutton, Eric",,,https://efile.fara.gov/docs/7107-Short-Form-20240920-4.pdf
9/20/2024,"Hill and Knowlton Strategies, LLC",3301,Short-Form,"Naqvi, Bobby",,,https://efile.fara.gov/docs/3301-Short-Form-20240920-1054.pdf
9/20/2024,"Hill and Knowlton Strategies, LLC",3301,Short-Form,"Horsman, James Barry",,,https://efile.fara.gov/docs/3301-Short-Form-20240920-1058.pdf
9/20/2024,"Hill and Knowlton Strategies, LLC",3301,Short-Form,"Hurst, Timothy Beyer",,,https://efile.fara.gov/docs/3301-Short-Form-20240920-1056.pdf
9/20/2024,"KARV Communications, Inc.",6162,Short-Form,"Nolan, Kevin",,,https://efile.fara.gov/docs/6162-Short-Form-20240920-80.pdf
9/19/2024,DGA Group LLC,7321,Short-Form,"Rodriguez, Martin",,,https://efile.fara.gov/docs/7321-Short-Form-20240919-18.pdf
9/18/2024,"Akin, Gump, Strauss, Hauer & Feld, LLP",3492,Short-Form,"Velasco, Maria Posada",,,https://efile.fara.gov/docs/3492-Short-Form-20240918-648.pdf
9/18/2024,"Akin, Gump, Strauss, Hauer & Feld, LLP",3492,Short-Form,"Velasco, Maria Posada",,,https://efile.fara.gov/docs/3492-Short-Form-20240918-654.pdf
9/18/2024,"Akin, Gump, Strauss, Hauer & Feld, LLP",3492,Short-Form,"Velasco, Maria Posada",,,https://efile.fara.gov/docs/3492-Short-Form-20240918-646.pdf
9/18/2024,"Akin, Gump, Strauss, Hauer & Feld, LLP",3492,Short-Form,"Velasco, Maria Posada",,,https://efile.fara.gov/docs/3492-Short-Form-20240918-652.pdf
9/18/2024,"Akin, Gump, Strauss, Hauer & Feld, LLP",3492,Short-Form,"Velasco, Maria Posada",,,https://efile.fara.gov/docs/3492-Short-Form-20240918-650.pdf
9/18/2024,"Tourism Authority of Thailand, New York",1897,Short-Form,"Vasasmith, Sansanee Amadtayakul",,,https://efile.fara.gov/docs/1897-Short-Form-20240918-40.pdf
9/18/2024,"Tourism Authority of Thailand, New York",1897,Short-Form,"Marusachot, Chompu",,,https://efile.fara.gov/docs/1897-Short-Form-20240918-38.pdf
9/17/2024,"Brownstein Hyatt Farber Schreck, LLP",5870,Short-Form,"Graham, Julian Sequoyah Roger",,,https://efile.fara.gov/docs/5870-Short-Form-20240917-438.pdf
9/17/2024,"Brownstein Hyatt Farber Schreck, LLP",5870,Short-Form,"Bole, Robert",,,https://efile.fara.gov/docs/5870-Short-Form-20240917-436.pdf
9/17/2024,"BGR Government Affairs, LLC",5430,Short-Form,"Fontaine, Elizabeth",,,https://efile.fara.gov/docs/5430-Short-Form-20240917-502.pdf
9/16/2024,"Brownstein Hyatt Farber Schreck, LLP",5870,Short-Form,"Pryor, Mark",,,https://efile.fara.gov/docs/5870-Short-Form-20240916-432.pdf
9/16/2024,"Brownstein Hyatt Farber Schreck, LLP",5870,Short-Form,"Anderson, Brandt",,,https://efile.fara.gov/docs/5870-Short-Form-20240916-434.pdf
9/16/2024,"Capitol Counsel, LLC",6328,Short-Form,"Jablon, Ann M.",,,https://efile.fara.gov/docs/6328-Short-Form-20240916-56.pdf
9/16/2024,"Brownstein Hyatt Farber Schreck, LLP",5870,Short-Form,"Graham, Julian Sequoyah Roger",,,https://efile.fara.gov/docs/5870-Short-Form-20240916-428.pdf
9/16/2024,"Brownstein Hyatt Farber Schreck, LLP",5870,Short-Form,"Pryor, Mark",,,https://efile.fara.gov/docs/5870-Short-Form-20240916-430.pdf
9/13/2024,"Daniel J. Edelman, Inc.",3634,Short-Form,"Dingwell, Makena",,,https://efile.fara.gov/docs/3634-Short-Form-20240913-1511.pdf
9/13/2024,"JETRO, Houston",2277,Short-Form,"Shimada, Hideki",,,https://efile.fara.gov/docs/2277-Short-Form-20240913-70.pdf
9/13/2024,Skyline Capitol LLC,7404,Short-Form,"White, Clay",,,https://efile.fara.gov/docs/7404-Short-Form-20240913-8.pdf
9/13/2024,"BGR Government Affairs, LLC",5430,Short-Form,"Seiden, Maya",,,https://efile.fara.gov/docs/5430-Short-Form-20240913-494.pdf
9/13/2024,MDSI US Inc.,7462,Short-Form,"Worcester, Graylin Cloyd",,,https://efile.fara.gov/docs/7462-Short-Form-20240913-2.pdf
9/13/2024,Skyline Capitol LLC,7404,Short-Form,"Anderson, Liam",,,https://efile.fara.gov/docs/7404-Short-Form-20240913-10.pdf
9/13/2024,"BGR Government Affairs, LLC",5430,Short-Form,"Maney, Jo",,,https://efile.fara.gov/docs/5430-Short-Form-20240913-498.pdf
9/13/2024,"BGR Government Affairs, LLC",5430,Short-Form,"Ellis, Alex",,,https://efile.fara.gov/docs/5430-Short-Form-20240913-496.pdf
9/13/2024,"BGR Government Affairs, LLC",5430,Short-Form,"Eisner, Steven",,,https://efile.fara.gov/docs/5430-Short-Form-20240913-500.pdf
9/12/2024,"Sonoran Policy Group, LLC D/B/A Stryk Global Diplomacy

",6399,Short-Form,"Stryk, Robert Daniel",,,https://efile.fara.gov/docs/6399-Short-Form-20240912-230.pdf
9/12/2024,"Sonoran Policy Group, LLC D/B/A Stryk Global Diplomacy

",6399,Short-Form,"Bourge, Christian",,,https://efile.fara.gov/docs/6399-Short-Form-20240912-232.pdf
9/12/2024,Proof Strategies Inc.,6822,Short-Form,"Nolan, Zack",,,https://efile.fara.gov/docs/6822-Short-Form-20240912-28.pdf
9/10/2024,"Brownstein Hyatt Farber Schreck, LLP",5870,Short-Form,"Maguire, Douglas",,,https://efile.fara.gov/docs/5870-Short-Form-20240910-426.pdf
9/10/2024,Sheppard Mullin Richter & Hampton LLP,7461,Short-Form,"Vasquez, Camille M.",,,https://efile.fara.gov/docs/7461-Short-Form-20240910-2.pdf
9/9/2024,"Livingston Group, LLC",6344,Short-Form,"Livingston, Robert L.",,,https://efile.fara.gov/docs/6344-Short-Form-20240909-118.pdf
9/9/2024,"Livingston Group, LLC",6344,Short-Form,"Lindsay, Mark",,,https://efile.fara.gov/docs/6344-Short-Form-20240909-120.pdf
9/9/2024,"Livingston Group, LLC",6344,Short-Form,"Kingsbury, Cathryn",,,https://efile.fara.gov/docs/6344-Short-Form-20240909-124.pdf
9/9/2024,"Livingston Group, LLC",6344,Short-Form,"Martin, J. Allen",,,https://efile.fara.gov/docs/6344-Short-Form-20240909-122.pdf
9/6/2024,Prosek LLC d/b/a Prosek Partners,7435,Short-Form,"Lacey, Kathleen",,,https://efile.fara.gov/docs/7435-Short-Form-20240906-32.pdf
9/6/2024,Prosek LLC d/b/a Prosek Partners,7435,Short-Form,"Mandelbaum, Michael",,,https://efile.fara.gov/docs/7435-Short-Form-20240906-34.pdf
9/6/2024,Teneo Strategy LLC,6698,Short-Form,"Wall, Abigail",,,https://efile.fara.gov/docs/6698-Short-Form-20240906-306.pdf
9/6/2024,Teneo Strategy LLC,6698,Short-Form,"Lamb, Holly",,,https://efile.fara.gov/docs/6698-Short-Form-20240906-304.pdf
9/6/2024,GRV Strategies LLC,7458,Short-Form,"Ventry, Garrett",,,https://efile.fara.gov/docs/7458-Short-Form-20240906-2.pdf
9/6/2024,Prosek LLC d/b/a Prosek Partners,7435,Short-Form,"Elias, Deirdre",,,https://efile.fara.gov/docs/7435-Short-Form-20240906-28.pdf
9/6/2024,Prosek LLC d/b/a Prosek Partners,7435,Short-Form,"Kollar, Mark",,,https://efile.fara.gov/docs/7435-Short-Form-20240906-30.pdf
9/6/2024,Prosek LLC d/b/a Prosek Partners,7435,Short-Form,"Forman, Jillian",,,https://efile.fara.gov/docs/7435-Short-Form-20240906-26.pdf
9/5/2024,"Capital K, LLC",7456,Short-Form,"Suel, Patrick",,,https://efile.fara.gov/docs/7456-Short-Form-20240905-2.pdf
9/5/2024,"Capital K, LLC",7456,Short-Form,"Pichot, Francois",,,https://efile.fara.gov/docs/7456-Short-Form-20240905-6.pdf
9/5/2024,"Capital K, LLC",7456,Short-Form,"Gerbec, Jeff",,,https://efile.fara.gov/docs/7456-Short-Form-20240905-4.pdf
9/5/2024,QORVIS LLC,5483,Short-Form,"Fields, Tyler",,,https://efile.fara.gov/docs/5483-Short-Form-20240905-978.pdf
9/5/2024,"Your Global Strategy, Inc.",7455,Short-Form,"Franklin, Stephen Shai A.",,,https://efile.fara.gov/docs/7455-Short-Form-20240905-2.pdf
9/4/2024,Nuclear Waste Management Organization,7186,Short-Form,"MacBride, Craig",,,https://efile.fara.gov/docs/7186-Short-Form-20240904-30.pdf
9/4/2024,"Gibson, Dunn & Crutcher LLP",7454,Short-Form,"Crain, Lee Ross",,,https://efile.fara.gov/docs/7454-Short-Form-20240904-12.pdf
9/4/2024,"Daniel J. Edelman, Inc.",3634,Short-Form,"Ho, Ka Man",,,https://efile.fara.gov/docs/3634-Short-Form-20240904-1509.pdf
9/4/2024,"Gibson, Dunn & Crutcher LLP",7454,Short-Form,"Crain, Lee Ross",,,https://efile.fara.gov/docs/7454-Short-Form-20240904-16.pdf
9/4/2024,"Daniel J. Edelman, Inc.",3634,Short-Form,"Eeles, Alex",,,https://efile.fara.gov/docs/3634-Short-Form-20240904-1503.pdf
9/4/2024,"Gibson, Dunn & Crutcher LLP",7454,Short-Form,"Snyder, Orin",,,https://efile.fara.gov/docs/7454-Short-Form-20240904-10.pdf
9/4/2024,"Gibson, Dunn & Crutcher LLP",7454,Short-Form,"Crain, Lee Ross",,,https://efile.fara.gov/docs/7454-Short-Form-20240904-8.pdf
9/4/2024,"Gibson, Dunn & Crutcher LLP",7454,Short-Form,"Crain, Lee Ross",,,https://efile.fara.gov/docs/7454-Short-Form-20240904-4.pdf
9/4/2024,"Gibson, Dunn & Crutcher LLP",7454,Short-Form,"Snyder, Orin",,,https://efile.fara.gov/docs/7454-Short-Form-20240904-6.pdf
9/4/2024,"Daniel J. Edelman, Inc.",3634,Short-Form,"Brar, Gurpreet",,,https://efile.fara.gov/docs/3634-Short-Form-20240904-1505.pdf
9/4/2024,"Gibson, Dunn & Crutcher LLP",7454,Short-Form,"Snyder, Orin",,,https://efile.fara.gov/docs/7454-Short-Form-20240904-14.pdf
9/4/2024,"Gibson, Dunn & Crutcher LLP",7454,Short-Form,"Snyder, Orin",,,https://efile.fara.gov/docs/7454-Short-Form-20240904-2.pdf
9/4/2024,"Daniel J. Edelman, Inc.",3634,Short-Form,"Winnie Li, Ka Wing",,,https://efile.fara.gov/docs/3634-Short-Form-20240904-1507.pdf
9/3/2024,Tusk Strategies LLC,7452,Short-Form,"Coffey, Chris",,,https://efile.fara.gov/docs/7452-Short-Form-20240903-6.pdf
9/3/2024,Tusk Strategies LLC,7452,Short-Form,"Smith, Shontell",,,https://efile.fara.gov/docs/7452-Short-Form-20240903-18.pdf
9/3/2024,Tusk Strategies LLC,7452,Short-Form,"Coffey, Chris",,,https://efile.fara.gov/docs/7452-Short-Form-20240903-4.pdf
9/3/2024,Tusk Strategies LLC,7452,Short-Form,"Smith, Shontell",,,https://efile.fara.gov/docs/7452-Short-Form-20240903-22.pdf
9/3/2024,Tusk Strategies LLC,7452,Short-Form,"Coffey, Chris",,,https://efile.fara.gov/docs/7452-Short-Form-20240903-2.pdf
9/3/2024,Invest Northern Ireland,4364,Short-Form,"Hackett, Brian",,,https://efile.fara.gov/docs/4364-Short-Form-20240903-214.pdf
9/3/2024,Tusk Strategies LLC,7452,Short-Form,"Goldstein, Christina",,,https://efile.fara.gov/docs/7452-Short-Form-20240903-20.pdf
9/3/2024,Tusk Strategies LLC,7452,Short-Form,"Smith, Shontell",,,https://efile.fara.gov/docs/7452-Short-Form-20240903-10.pdf
9/3/2024,Tusk Strategies LLC,7452,Short-Form,"Goldstein, Christina",,,https://efile.fara.gov/docs/7452-Short-Form-20240903-12.pdf
9/3/2024,Tusk Strategies LLC,7452,Short-Form,"Goldstein, Christina",,,https://efile.fara.gov/docs/7452-Short-Form-20240903-24.pdf
9/3/2024,Tusk Strategies LLC,7452,Short-Form,"Goldstein, Christina",,,https://efile.fara.gov/docs/7452-Short-Form-20240903-16.pdf
9/3/2024,Tusk Strategies LLC,7452,Short-Form,"Smith, Shontell",,,https://efile.fara.gov/docs/7452-Short-Form-20240903-14.pdf
9/3/2024,Invest Northern Ireland,4364,Short-Form,"O'Connor, Katy L",,,https://efile.fara.gov/docs/4364-Short-Form-20240903-212.pdf
9/3/2024,Tusk Strategies LLC,7452,Short-Form,"Coffey, Chris",,,https://efile.fara.gov/docs/7452-Short-Form-20240903-8.pdf
8/30/2024,Teneo Strategy LLC,6698,Short-Form,"Dairi, Josephine",,,https://efile.fara.gov/docs/6698-Short-Form-20240830-302.pdf
8/30/2024,Teneo Strategy LLC,6698,Short-Form,"Alkadhi, Maram",,,https://efile.fara.gov/docs/6698-Short-Form-20240830-294.pdf
8/30/2024,Teneo Strategy LLC,6698,Short-Form,"Hogg, Luke",,,https://efile.fara.gov/docs/6698-Short-Form-20240830-300.pdf
8/30/2024,Teneo Strategy LLC,6698,Short-Form,"Nagel, Anahita",,,https://efile.fara.gov/docs/6698-Short-Form-20240830-298.pdf
8/30/2024,Teneo Strategy LLC,6698,Short-Form,"Shore, Ben",,,https://efile.fara.gov/docs/6698-Short-Form-20240830-296.pdf
8/29/2024,"Polish National Tourist Office, New York",4762,Short-Form,"Domin, Karolina",,,https://efile.fara.gov/docs/4762-Short-Form-20240829-16.pdf
8/27/2024,Union of International Democrats LLC,7450,Short-Form,"Gezercan, Murat",,,https://efile.fara.gov/docs/7450-Short-Form-20240827-2.pdf
8/27/2024,"Hong Kong Trade Development Council, Inc.",2181,Short-Form,"Tran, Chi",,,https://efile.fara.gov/docs/2181-Short-Form-20240827-36.pdf
8/26/2024,"Hyperfocal Communications, LLC",7267,Short-Form,"Jolly, Stuart",,,https://efile.fara.gov/docs/7267-Short-Form-20240826-24.pdf
8/23/2024,AA Access Partnership Pte Ltd,7448,Short-Form,"Yu, Evan",,,https://efile.fara.gov/docs/7448-Short-Form-20240823-10.pdf
8/23/2024,AA Access Partnership Pte Ltd,7448,Short-Form,"Constable, Philip Alexander",,,https://efile.fara.gov/docs/7448-Short-Form-20240823-8.pdf
8/23/2024,AA Access Partnership Pte Ltd,7448,Short-Form,"Bacigalupo, Patricia Wu",,,https://efile.fara.gov/docs/7448-Short-Form-20240823-6.pdf
8/23/2024,AA Access Partnership Pte Ltd,7448,Short-Form,"Muirhead, Giorgia",,,https://efile.fara.gov/docs/7448-Short-Form-20240823-4.pdf
8/23/2024,AA Access Partnership Pte Ltd,7448,Short-Form,"Lovelock, Peter",,,https://efile.fara.gov/docs/7448-Short-Form-20240823-2.pdf
8/21/2024,"Japan National Tourism Organization, Los Angeles",2350,Short-Form,"Takebayashi, Misaki",,,https://efile.fara.gov/docs/2350-Short-Form-20240821-64.pdf
8/21/2024,"The Aloft Group, LLC",7447,Short-Form,"Reeves, James Mark",,,https://efile.fara.gov/docs/7447-Short-Form-20240821-4.pdf
8/21/2024,"The Aloft Group, LLC",7447,Short-Form,"Lintner, Thomas Michael",,,https://efile.fara.gov/docs/7447-Short-Form-20240821-2.pdf
8/21/2024,Japan National Tourism Organization,769,Short-Form,"Matsumoto, Susumu",,,https://efile.fara.gov/docs/769-Short-Form-20240821-72.pdf
8/21/2024,Kurdistan Regional Government - Liaison Office - USA,5783,Short-Form,"Merani, Rebin Omar",,,https://efile.fara.gov/docs/5783-Short-Form-20240821-36.pdf
8/20/2024,"5W Public Relations, LLC",7118,Short-Form,"Bishop, Leslie",,,https://efile.fara.gov/docs/7118-Short-Form-20240820-8.pdf
8/20/2024,QORVIS LLC,5483,Short-Form,"Ertel, Alexander John",,,https://efile.fara.gov/docs/5483-Short-Form-20240820-976.pdf
8/19/2024,Korea Economic Institute,3327,Short-Form,"Kim, Je Heon",,,https://efile.fara.gov/docs/3327-Short-Form-20240819-112.pdf
8/18/2024,FGS Global (US) LLC (FKA FGH Holdings LLC),5666,Short-Form,"Farzad, Kaveh",,,https://efile.fara.gov/docs/5666-Short-Form-20240818-350.pdf
8/15/2024,Arnold & Porter Kaye Scholer LLP,1750,Short-Form,"O'Neill, Kevin",,,https://efile.fara.gov/docs/1750-Short-Form-20240815-330.pdf
8/13/2024,Hogan Lovells US LLP,2244,Short-Form,"Kaplan, H. Deen",,,https://efile.fara.gov/docs/2244-Short-Form-20240813-132.pdf
8/13/2024,Hogan Lovells US LLP,2244,Short-Form,"Kuntamukkala, Ajay",,,https://efile.fara.gov/docs/2244-Short-Form-20240813-130.pdf
8/13/2024,Lighthouse Public Affairs,7443,Short-Form,"Kumar, Keshav",,,https://efile.fara.gov/docs/7443-Short-Form-20240813-2.pdf
8/12/2024,"Weintraub Communications, LLC",7442,Short-Form,"Weintraub, Jeffrey R.",,,https://efile.fara.gov/docs/7442-Short-Form-20240812-2.pdf
8/9/2024,"Capitol Counsel, LLC",6328,Short-Form,"Kott, Jonathan J.",,,https://efile.fara.gov/docs/6328-Short-Form-20240809-54.pdf
8/9/2024,"Capitol Counsel, LLC",6328,Short-Form,"Bridges, David Lee",,,https://efile.fara.gov/docs/6328-Short-Form-20240809-46.pdf
8/9/2024,"Capitol Counsel, LLC",6328,Short-Form,"Bouknight, Nicholas Lyle",,,https://efile.fara.gov/docs/6328-Short-Form-20240809-44.pdf
8/9/2024,"Capitol Counsel, LLC",6328,Short-Form,"Carroll, Jeffrey Charles",,,https://efile.fara.gov/docs/6328-Short-Form-20240809-42.pdf
8/9/2024,"Capitol Counsel, LLC",6328,Short-Form,"Scism, Jason Christopher",,,https://efile.fara.gov/docs/6328-Short-Form-20240809-52.pdf
8/9/2024,"Capitol Counsel, LLC",6328,Short-Form,"Diamond, Robert Ian",,,https://efile.fara.gov/docs/6328-Short-Form-20240809-50.pdf
8/9/2024,"Capitol Counsel, LLC",6328,Short-Form,"Robinson, Clinton Samuel",,,https://efile.fara.gov/docs/6328-Short-Form-20240809-48.pdf
8/8/2024,"A.T. Kearney, Inc.",7439,Short-Form,"Kapoor, Bharat",,,https://efile.fara.gov/docs/7439-Short-Form-20240808-8.pdf
8/8/2024,"A.T. Kearney, Inc.",7439,Short-Form,"Bhandari, Mitali",,,https://efile.fara.gov/docs/7439-Short-Form-20240808-12.pdf
8/8/2024,"A.T. Kearney, Inc.",7439,Short-Form,"Sinha, Anshuman",,,https://efile.fara.gov/docs/7439-Short-Form-20240808-6.pdf
8/8/2024,"A.T. Kearney, Inc.",7439,Short-Form,"Datta, Agnisnato",,,https://efile.fara.gov/docs/7439-Short-Form-20240808-4.pdf
8/8/2024,"A.T. Kearney, Inc.",7439,Short-Form,"Padmanabhan, Sriram Anantha",,,https://efile.fara.gov/docs/7439-Short-Form-20240808-2.pdf
8/8/2024,Dickens & Madson Canada Inc.,6200,Short-Form,"Ben-Menashe, Ari",,,https://efile.fara.gov/docs/6200-Short-Form-20240808-36.pdf
8/8/2024,"A.T. Kearney, Inc.",7439,Short-Form,"Khemani, Kishan G.",,,https://efile.fara.gov/docs/7439-Short-Form-20240808-10.pdf
8/5/2024,BrightHead Consulting LLC,7438,Short-Form,"Tamedja Tene Jr., Gilece Herve",,,https://efile.fara.gov/docs/7438-Short-Form-20240805-2.pdf
8/2/2024,KAConsulting LLC,7437,Short-Form,"Conway, Kellyanne E.",,,https://efile.fara.gov/docs/7437-Short-Form-20240802-2.pdf
8/1/2024,"Brownstein Hyatt Farber Schreck, LLP",5870,Short-Form,"Elshami, Nadeam",,,https://efile.fara.gov/docs/5870-Short-Form-20240801-424.pdf
7/31/2024,BCW LLC,6227,Short-Form,"Johnson, David",,,https://efile.fara.gov/docs/6227-Short-Form-20240731-420.pdf
7/31/2024,"Ruder Finn, Inc.",6840,Short-Form,"Deng, Yiwen",,,https://efile.fara.gov/docs/6840-Short-Form-20240731-172.pdf
7/31/2024,BCW LLC,6227,Short-Form,"Garcia-Madrid, Itzel",,,https://efile.fara.gov/docs/6227-Short-Form-20240731-422.pdf
7/30/2024,"Zeno Group, Inc.",6652,Short-Form,"Warnke, Jillian",,,https://efile.fara.gov/docs/6652-Short-Form-20240730-208.pdf
7/30/2024,"Ruder Finn, Inc.",6840,Short-Form,"Gilbert, Thomas",,,https://efile.fara.gov/docs/6840-Short-Form-20240730-170.pdf
7/29/2024,Quebec Government Office,1787,Short-Form,"Dessureault, Isabelle",,,https://efile.fara.gov/docs/1787-Short-Form-20240729-354.pdf
7/29/2024,Quebec Government Office,1787,Short-Form,"Patrick, Dylan John",,,https://efile.fara.gov/docs/1787-Short-Form-20240729-352.pdf
7/29/2024,Quebec Government Office,1787,Short-Form,"Lambert, Lawrence Derrick",,,https://efile.fara.gov/docs/1787-Short-Form-20240729-350.pdf
7/29/2024,Quebec Government Office,1787,Short-Form,"Belair, Benjamin",,,https://efile.fara.gov/docs/1787-Short-Form-20240729-348.pdf
7/29/2024,Quebec Government Office,1787,Short-Form,"Tuncel Toplu, Ozlem",,,https://efile.fara.gov/docs/1787-Short-Form-20240729-346.pdf
7/29/2024,Quebec Government Office,1787,Short-Form,"Muth Ngo, Aurore",,,https://efile.fara.gov/docs/1787-Short-Form-20240729-344.pdf
7/29/2024,Arnold & Porter Kaye Scholer LLP,1750,Short-Form,"Shannon Jr., Thomas A.",,,https://efile.fara.gov/docs/1750-Short-Form-20240729-328.pdf
7/29/2024,Arnold & Porter Kaye Scholer LLP,1750,Short-Form,"Weiss, Baruch",,,https://efile.fara.gov/docs/1750-Short-Form-20240729-326.pdf
7/29/2024,Arnold & Porter Kaye Scholer LLP,1750,Short-Form,"Menchel, David",,,https://efile.fara.gov/docs/1750-Short-Form-20240729-324.pdf
7/29/2024,Dickens & Madson Canada Inc.,6200,Short-Form,"Ben-Menashe, Ari",,,https://efile.fara.gov/docs/6200-Short-Form-20240729-34.pdf
7/28/2024,"Overseas Korean Cultural Heritage Foundation, USA",6397,Short-Form,"Kim, Miyoung",,,https://efile.fara.gov/docs/6397-Short-Form-20240728-32.pdf
7/25/2024,Malaysian Investment Development Authority,5350,Short-Form,"Bin Hamzah, Ahmad Najmy",,,https://efile.fara.gov/docs/5350-Short-Form-20240725-10.pdf
